sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral,2640,28,131,4.7,5,4,0,0,0,0,3,0.1071,64.66,9.46,0.2547938135124727
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore .",neutral,2548,35,202,5.483,6,0,0,0,0,0,6,0.1714,-1.27,20.89,0.2256705690344862
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral,1302,38,205,5.133,6,3,1,0,0,1,8,0.2105,24.65,18.02,0.29924710932841386
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral,2668,19,83,3.571,6,1,0,0,0,0,2,0.1053,85.07,5.62,0.13959554279094613
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive,149,15,67,4.2,3,0,0,0,0,3,2,0.1333,95.0,1.5,0.06248262724234744
The value of the orders is over EUR 10mn .,neutral,2357,10,42,3.5,4,0,0,0,0,0,1,0.1,84.9,3.65,0.07086745769976148
"Revenue was slightly down , at x20ac 495 million $ 634 million , compared to x20ac 497 million a year earlier .",negative,3381,22,111,5.154,6,0,0,0,0,1,2,0.0909,61.67,9.13,0.13667468725154044
"The value of the order is EUR 700,000 .",neutral,2351,9,39,3.286,4,0,0,0,0,0,1,0.1111,92.97,2.28,0.061496747509193005
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral,2763,39,219,5.114,7,2,2,0,0,0,1,0.0256,8.1,20.58,0.29370646134590545
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,1931,18,96,5.357,4,0,2,0,0,0,1,0.0556,47.83,10.56,0.1238604829743093
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",neutral,1574,16,78,4.385,4,0,0,0,0,0,4,0.25,41.55,10.94,0.12204614592650566
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,278,41,223,5.31,7,0,0,0,0,2,7,0.1707,32.5,11.71,0.1939040449214868
"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",neutral,2649,20,89,4.062,6,0,0,0,0,1,1,0.05,75.12,7.0,0.12124272867595905
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral,746,38,208,5.552,10,0,0,0,0,0,7,0.1842,20.0,14.07,0.2201246801083284
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative,3292,15,67,4.2,3,0,0,0,0,3,2,0.1333,95.0,1.5,0.06248262724234744
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,988,44,264,5.811,18,4,2,0,0,0,0,0.0,16.09,20.21,0.4274573814226794
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,255,20,107,4.778,5,0,0,0,0,0,1,0.05,56.97,9.79,0.12996919101570262
"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",neutral,1865,30,152,5.4,7,0,0,0,0,0,6,0.2,-0.08,18.74,0.2107264064363447
The statutory negotiations at headquarters are part of this decrease .,neutral,3074,11,70,5.9,4,0,0,0,0,0,0,0.0,27.49,11.91,0.11761881025144107
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral,2744,23,125,4.9,6,2,4,0,0,0,4,0.1739,61.45,10.15,0.1997020814698867
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,1403,22,108,4.294,7,0,0,0,0,1,3,0.1364,77.4,4.12,0.11590395407846354
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,3124,25,138,5.238,6,1,2,0,0,0,3,0.12,32.43,13.95,0.19641659212880144
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive,562,18,105,5.188,4,2,0,0,1,0,3,0.1667,55.22,9.78,0.21685093436319816
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,1846,14,95,7.182,6,0,2,0,0,1,0,0.0,-11.98,17.66,0.16744902308810375
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,2178,19,100,4.938,5,0,3,0,0,0,4,0.2105,53.12,9.82,0.1281939669362453
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,1994,18,112,5.933,6,0,2,0,0,0,2,0.1111,31.97,12.78,0.14872526662815544
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",neutral,2577,27,126,3.92,5,1,1,0,0,0,3,0.1111,73.17,9.26,0.16843742623857086
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,neutral,1895,21,102,4.167,4,0,0,0,0,0,5,0.2381,59.64,9.91,0.12614796076823695
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",neutral,832,38,199,4.733,6,0,0,0,0,0,8,0.2105,26.95,18.44,0.21819242182841384
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",neutral,2507,31,153,4.5,6,1,0,0,0,0,5,0.1613,62.7,7.99,0.17570942966110117
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral,1859,18,121,6.059,6,2,0,0,0,0,3,0.1667,25.36,13.95,0.210628478433711
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral,1297,32,192,5.815,10,1,0,0,1,0,7,0.2188,7.1,18.98,0.30457967243713974
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",neutral,917,18,92,4.929,4,0,0,0,0,0,2,0.1111,63.86,6.22,0.10031447602986483
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive,264,35,206,5.821,6,3,0,0,0,0,3,0.0857,38.53,11.36,0.25730034334004176
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,1773,17,87,4.071,5,0,0,0,0,0,2,0.1176,84.84,5.4,0.100337963221775
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,87,15,69,4.2,3,0,0,0,0,2,3,0.2,85.3,2.44,0.06758245363123634
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,3107,20,93,4.308,4,0,0,0,0,1,5,0.25,89.59,5.48,0.10017568807766845
Sales fell abroad but increased in Finland .,neutral,3240,8,44,5.143,3,0,0,0,0,0,1,0.125,78.87,4.0,0.06248010382503479
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,positive,90,17,80,4.077,4,0,0,0,0,2,2,0.1176,87.68,3.02,0.0810153804226297
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,212,18,89,4.357,5,0,0,0,0,2,3,0.1667,71.7,4.67,0.0983154442456768
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative,3379,13,57,4.0,4,0,0,0,0,2,2,0.1538,85.89,2.65,0.07125606396591135
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,1006,26,134,4.619,5,0,0,0,1,0,2,0.0769,74.81,5.81,0.16167088271466903
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",positive,1443,21,100,4.059,5,2,2,0,1,0,2,0.0952,71.07,7.82,0.21844146370627113
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,2880,19,90,4.533,8,0,2,0,0,1,3,0.1579,78.81,5.99,0.1266456563059034
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,2890,28,138,4.45,7,0,0,0,0,1,6,0.2143,51.07,11.85,0.1694697950829855
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,neutral,1501,14,70,4.909,5,1,2,0,0,0,1,0.0714,67.76,6.79,0.12984302015006957
Total value of the contract is about EUR 10mn .,neutral,2807,10,47,4.125,4,0,0,0,1,0,1,0.1,75.5,4.96,0.11964132922753927
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral,932,35,200,5.094,8,2,0,0,1,0,3,0.0857,36.88,16.07,0.30956313046611017
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral,1420,17,70,4.0,5,0,0,0,0,0,3,0.1765,89.61,2.38,0.08395341461066387
EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .,positive,1141,34,181,5.034,9,4,0,0,0,0,3,0.0882,48.49,13.45,0.3137098815469091
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,2871,17,90,4.571,6,0,0,0,0,0,2,0.1176,63.7,8.35,0.12275299393758694
"The joint venture will invest about EUR 500,000 in production technology straight away .",neutral,1509,14,88,5.583,3,0,0,0,1,0,1,0.0714,50.47,9.45,0.14534281982955674
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral,1999,24,127,4.85,7,1,2,0,0,0,1,0.0417,44.52,12.27,0.19177428070960048
"However , the brokers ' ratings on the stock differ .",neutral,3052,11,53,5.0,4,0,0,0,0,0,0,0.0,61.24,6.71,0.08940700469588551
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,2181,12,82,6.4,4,0,0,0,1,0,1,0.0833,18.78,13.37,0.16914446835867622
"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",neutral,1688,32,148,4.24,6,3,0,1,0,0,4,0.125,66.63,10.67,0.33107623360166966
"Kemira 's R&D organization comprises approximately 750 people , the company said .",neutral,2561,13,82,7.5,4,1,0,0,1,0,2,0.1538,3.4,15.52,0.21052472716035578
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,3321,13,65,4.444,3,0,0,0,0,2,3,0.2308,80.9,3.47,0.06929459227787717
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,563,27,136,4.9,6,1,2,0,0,0,7,0.2593,72.49,4.97,0.15157294306549393
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,neutral,364,19,108,4.941,6,2,0,0,1,0,2,0.1053,61.67,9.13,0.2280829559853906
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral,1983,26,135,4.458,7,2,4,0,0,0,0,0.0,59.1,10.98,0.21642932956295965
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,2194,14,68,4.3,5,0,0,0,0,1,2,0.1429,76.59,4.19,0.08795933959451402
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral,2044,29,162,4.9,6,1,0,0,1,0,3,0.1034,51.71,8.9,0.218437193307742
Operating profit for 2009 lower than outlook published earlier .,negative,3265,10,64,6.25,4,1,0,0,0,3,1,0.1,28.5,11.52,0.14134271811642815
The value of the order is EUR 2.5 mn .,neutral,2349,10,38,3.125,4,0,0,0,0,0,1,0.1,94.3,2.34,0.06376025283865037
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,2899,21,95,3.941,6,0,0,0,0,2,3,0.1429,75.73,4.27,0.10836951525541642
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral,2644,22,134,5.5,8,1,0,0,0,0,1,0.0455,32.43,13.95,0.20342315146094217
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,3285,14,67,4.4,4,0,0,0,0,0,4,0.2857,52.87,8.37,0.10422703457314648
The company has 120 employees and annual sales of approximately EUR16m .,neutral,2671,13,72,5.2,6,0,0,0,1,0,3,0.2308,26.47,12.3,0.1780978441475353
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,1473,20,106,5.0,5,0,0,0,0,2,3,0.15,61.4,6.93,0.11445269796014708
"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",neutral,3393,42,242,5.351,7,1,2,0,0,0,1,0.0238,31.65,17.79,0.2566059183064997
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",neutral,2549,25,138,4.696,8,0,0,0,1,0,1,0.04,69.68,9.5,0.19898319869931425
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,positive,369,35,200,5.357,6,1,0,0,0,1,8,0.2286,44.81,14.96,0.2212760377844862
We offer our customers solutions based on renewable raw materials .,neutral,1803,11,67,5.6,5,1,0,0,0,0,0,0.0,10.56,14.27,0.1646106638839197
The bridge is part of the highway 14 development project .,neutral,2650,11,58,5.0,5,0,0,0,0,0,0,0.0,69.79,6.01,0.09201951805058638
"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral,419,39,217,6.435,4,1,0,0,0,0,5,0.1282,24.63,13.67,0.20920876503180283
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral,1055,27,160,5.542,7,0,0,0,0,2,2,0.0741,14.29,16.98,0.19536384183686148
The company did not distribute a dividend in 2005 .,neutral,2666,10,51,4.625,2,0,0,1,0,1,1,0.1,56.7,7.59,0.16275614626813753
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral,1559,21,111,5.0,4,1,4,0,0,0,2,0.0952,40.29,11.86,0.16450516562934803
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,neutral,1344,15,65,3.727,4,1,2,0,1,0,3,0.2,97.0,1.47,0.1381745676803816
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral,2295,15,69,4.5,4,0,0,0,0,0,2,0.1333,75.88,3.67,0.08066588712482607
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,2050,14,69,4.083,4,0,2,0,0,0,1,0.0714,96.02,3.1,0.0756354547120354
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,2052,55,278,4.571,6,0,0,0,0,0,11,0.2,45.56,12.62,0.21956263742918902
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,neutral,1590,21,104,4.706,5,0,0,0,0,0,2,0.0952,70.14,7.7,0.12056819981738225
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive,17,50,246,4.765,7,1,0,0,0,0,10,0.2,68.34,7.29,0.21514364844215864
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",neutral,2252,19,98,5.067,5,0,2,0,0,0,4,0.2105,73.17,6.78,0.11170091138068973
Small investors have voiced fears that the shares will end up with risk investors .,negative,3221,15,83,4.857,5,1,0,0,0,0,0,0.0,83.85,5.04,0.1222866470073047
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,2883,29,173,5.833,5,1,0,0,1,0,3,0.1034,33.32,11.47,0.2259700792585967
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,236,39,189,4.483,7,1,2,0,0,0,6,0.1538,55.22,9.78,0.2073349335681276
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,273,25,105,3.35,6,0,0,0,1,2,5,0.2,99.74,1.25,0.1414035712954681
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral,1997,38,191,4.371,8,0,2,0,0,0,0,0.0,50.4,14.68,0.2106136290933711
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral,952,18,91,4.733,7,1,0,0,1,0,2,0.1111,67.53,7.57,0.19631390845507854
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,292,16,89,5.167,4,0,0,0,0,0,3,0.1875,69.16,4.77,0.08857175356539455
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,2114,30,134,4.333,7,1,0,0,0,0,6,0.2,77.67,4.33,0.16032493074190024
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral,1908,21,102,4.158,6,0,0,0,0,0,0,0.0,80.69,6.73,0.12171586942208308
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",neutral,371,15,64,3.7,6,0,0,0,0,0,2,0.1333,89.61,2.38,0.08648770202867223
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral,929,16,92,5.385,5,1,2,1,1,0,1,0.0625,33.69,12.29,0.2885583988645399
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral,1745,22,118,4.6,6,0,2,0,0,0,2,0.0909,56.61,10.58,0.14454144072376268
The value of the contracts is about EUR 3.3 mn .,neutral,2790,11,48,3.778,4,0,0,0,1,0,0,0.0,86.71,3.65,0.11447210886255217
`` Management decided at the end of 2005 to increase cathode copper capacity .,neutral,339,15,78,5.273,4,1,0,0,0,0,1,0.0667,39.56,10.72,0.14669236281927053
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral,1540,22,124,5.263,6,0,0,0,0,0,3,0.1364,36.16,12.94,0.15734526016820713
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,neutral,2819,24,126,4.944,6,0,0,0,0,1,2,0.0833,64.8,6.04,0.12378633332712186
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,negative,3445,26,144,4.913,6,2,0,1,0,0,4,0.1538,55.58,11.47,0.29601082662492545
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,2889,24,105,4.067,8,0,0,0,0,1,4,0.1667,90.09,2.35,0.11658731489763467
The revenues of the business reached NOK 12 million for 2008 .,neutral,387,12,62,4.889,4,0,0,0,0,0,2,0.1667,80.31,4.79,0.08092832252534288
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,2119,29,144,5.692,5,0,0,0,0,0,2,0.069,64.71,5.89,0.12625219731415227
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,2581,23,124,4.591,6,0,0,0,0,0,4,0.1739,38.38,13.37,0.1616161439698867
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",positive,1194,27,152,5.348,9,3,0,0,0,0,1,0.037,29.0,14.93,0.28039572618515207
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,2903,19,123,6.188,6,1,0,0,0,0,2,0.1053,20.38,14.64,0.1885321747353906
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,neutral,1079,23,125,4.905,5,2,0,0,1,0,0,0.0,51.18,11.09,0.24005831811518585
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,1724,21,114,5.056,5,1,0,0,0,0,1,0.0476,52.27,10.44,0.16321142898404892
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,3313,22,123,5.167,7,0,0,0,0,0,6,0.2727,65.56,6.6,0.12935881518957462
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive,1165,22,128,5.938,3,0,0,0,0,0,4,0.1818,45.07,11.69,0.13133280690966012
Net sales have been eaten by the weak US dollar .,negative,3113,11,49,3.8,3,0,2,0,0,0,1,0.0909,95.17,2.47,0.05999327606340688
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,1298,29,146,4.455,8,0,0,0,0,0,6,0.2069,75.28,4.31,0.13691091793381038
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",negative,3432,48,249,4.775,9,0,0,0,0,0,5,0.1042,56.03,10.54,0.21394279296486782
- Counter your competitor 's strengths and target their weaknesses .,neutral,1266,11,68,6.75,3,0,0,0,1,1,0,0.0,47.3,8.9,0.13654492536896243
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,199,20,98,5.0,5,0,0,0,0,0,4,0.2,53.89,7.85,0.11944401740459154
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral,3012,26,153,5.087,7,0,0,0,0,0,3,0.1154,42.72,13.51,0.1745999024796263
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,2812,31,192,6.08,7,1,0,0,0,0,5,0.1613,9.22,18.93,0.2414729846824687
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,1759,15,71,4.273,4,1,2,0,0,0,2,0.1333,76.5,5.82,0.12010816143038162
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,3263,22,86,3.769,5,0,0,0,0,0,4,0.1818,89.86,5.2,0.10894281625795071
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",neutral,1880,24,121,4.65,7,1,0,0,0,1,5,0.2083,52.58,11.14,0.18564363834848938
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,neutral,2584,22,145,6.105,7,1,0,0,0,0,3,0.1364,32.43,13.95,0.19701289505068575
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,66,28,135,4.091,5,0,0,0,0,2,5,0.1786,88.03,3.22,0.10982853573469491
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral,1198,32,172,4.6,10,3,2,0,1,0,3,0.0938,49.83,14.01,0.33317125229825084
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral,1615,21,107,4.474,10,0,2,0,0,0,4,0.1905,62.88,9.21,0.16081175617421986
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,135,33,168,4.833,6,0,0,0,0,2,4,0.1212,55.35,7.86,0.15110232573668259
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral,1795,18,110,5.412,7,1,0,0,0,0,2,0.1111,20.38,14.64,0.19300444664952296
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,3268,22,98,4.214,6,0,0,0,0,0,4,0.1818,97.34,1.17,0.09348892336265158
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,1048,26,161,5.739,5,0,0,0,0,0,2,0.0769,16.8,16.88,0.18006280979800238
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive,624,20,86,5.3,7,0,0,0,0,1,2,0.1,41.6,8.37,0.1350857107806599
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",neutral,2641,32,195,6.038,8,2,2,0,0,0,3,0.0938,7.1,18.98,0.27787027072773807
And Ogden reportedly will shell out $ 4.2 million .,neutral,3042,10,51,5.286,2,0,0,0,0,0,2,0.2,61.24,6.71,0.07464850737924866
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,neutral,2247,25,130,4.667,9,1,2,0,0,0,1,0.04,45.0,12.95,0.21022201413734845
This organization will assume the responsibility for operations in Russia .,neutral,1115,11,75,6.4,5,0,0,0,1,0,1,0.0909,-6.35,16.63,0.19130337221725305
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",neutral,1619,18,86,4.429,5,0,0,0,0,0,3,0.1667,73.17,6.78,0.1097629268845657
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",neutral,1230,49,280,4.978,14,4,2,0,0,1,6,0.1224,16.93,22.57,0.4243100977067183
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral,2399,20,115,5.625,5,0,0,0,0,0,1,0.05,28.77,13.72,0.151290805599036
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,2925,30,179,5.615,6,0,2,1,0,0,2,0.0667,14.5,17.7,0.2820071222483105
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral,2829,24,125,4.5,5,0,0,0,0,0,1,0.0417,65.79,9.8,0.137775382472421
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,neutral,2374,22,91,3.556,6,0,2,0,0,0,1,0.0455,89.59,5.48,0.11687216989042935
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",neutral,1655,38,208,5.161,6,0,0,0,0,0,4,0.1053,24.65,18.02,0.21591377599508052
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,neutral,1528,13,85,6.0,4,1,0,0,0,0,3,0.2308,39.56,10.72,0.14281639382702246
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive,504,17,72,3.692,6,0,0,0,0,1,3,0.1765,88.96,2.09,0.08879032032647584
Protalix has $ 42 million in cash and no sales .,neutral,1661,11,48,4.25,3,0,0,1,0,0,2,0.1818,84.9,3.65,0.14972851911896243
